cloneId	geneSymbol	T0_A	T0_B	T0_C	T16_A	T16_B	T16_C
TRCN0000019940	PQBP1	5	6	4	4	12	22
TRCN0000019941	PQBP1	14	16	20	3	7	2
TRCN0000019942	PQBP1	12	13	18	3	10	20
TRCN0000013608	PRDM1	26	28	27	7	6	11
TRCN0000013609	PRDM1	6	4	5	1	2	2
TRCN0000013610	PRDM1	28	27	21	9	1	5
TRCN0000013611	PRDM1	29	28	27	3	3	7
TRCN0000013612	PRDM1	27	26	22	69	17	40
TRCN0000037790	PRKCDBP	12	11	13	2	7	1
TRCN0000037791	PRKCDBP	9	9	12	4	2	8
TRCN0000037792	PRKCDBP	4	4	7	4	14	2
TRCN0000037793	PRKCDBP	7	5	8	4	1	3
TRCN0000000844	PRKCE	19	19	23	22	47	37
TRCN0000000846	PRKCE	12	12	11	6	1	18
TRCN0000000847	PRKCE	16	16	17	6	3	5
TRCN0000000848	PRKCE	17	18	20	19	12	10
TRCN0000051963	PRSS21	41	41	26	5	11	9
TRCN0000051964	PRSS21	45	47	42	270	173	181
TRCN0000051965	PRSS21	28	22	50	15	68	56
TRCN0000051966	PRSS21	22	21	29	1	10	3
TRCN0000051967	PRSS21	18	17	22	6	13	12
TRCN0000083793	PSAP	32	32	31	41	37	41
TRCN0000083794	PSAP	56	59	67	39	20	38
TRCN0000083795	PSAP	16	17	17	3	5	1
TRCN0000083796	PSAP	69	69	74	15	74	21
TRCN0000083797	PSAP	26	27	28	2	4	4
TRCN0000003884	PSMA4	11	11	12	1	1	1
TRCN0000003885	PSMA4	9	10	8	1	9	7
TRCN0000003886	PSMA4	21	22	22	1	1	1
TRCN0000003887	PSMA4	10	11	11	1	1	1
TRCN0000003888	PSMA4	12	12	10	1	2	1
TRCN0000046844	PSMA8	10	9	8	23	52	54
TRCN0000046846	PSMA8	9	10	11	19	8	12
TRCN0000046847	PSMA8	6	5	4	58	11	14
TRCN0000007181	PSMC2	19	17	20	17	57	46
TRCN0000007183	PSMC2	18	15	21	3	1	1
TRCN0000007184	PSMC2	18	16	23	14	13	10
TRCN0000007185	PSMC2	16	17	13	1	1	3
TRCN0000058108	PSMD13	14	14	15	2	2	1
TRCN0000058109	PSMD13	17	17	20	2	1	1
TRCN0000058111	PSMD13	34	35	42	20	7	83
TRCN0000058112	PSMD13	4	4	3	1	1	1
TRCN0000058118	PSMD3	10	12	15	2	1	1
TRCN0000058119	PSMD3	10	9	5	3	3	2
TRCN0000058120	PSMD3	40	46	48	12	12	5
TRCN0000058121	PSMD3	31	30	34	5	2	3
TRCN0000058122	PSMD3	13	13	11	1	1	1
TRCN0000064183	QSOX1	28	27	33	7	30	9
TRCN0000064184	QSOX1	24	21	19	49	102	99
TRCN0000064185	QSOX1	25	26	40	2	1	8
TRCN0000064186	QSOX1	22	23	31	12	64	15
TRCN0000064187	QSOX1	16	16	20	3	10	7
TRCN0000048138	RAB22A	35	36	35	23	15	42
TRCN0000048139	RAB22A	43	44	44	21	23	16
TRCN0000048140	RAB22A	57	45	50	74	112	100
TRCN0000048142	RAB22A	31	34	35	59	90	90
TRCN0000047643	RAB42	5	4	30	4	7	4
TRCN0000047644	RAB42	15	15	22	90	133	146
TRCN0000047646	RAB42	16	15	20	3	1	1
TRCN0000047983	RAB6A	21	19	27	6	5	21
TRCN0000047984	RAB6A	24	20	3	33	28	39
TRCN0000047986	RAB6A	28	27	24	58	96	67
TRCN0000047987	RAB6A	26	25	21	32	60	69
TRCN0000007994	RAB7A	10	9	12	41	22	19
TRCN0000007995	RAB7A	12	13	8	7	9	11
TRCN0000007996	RAB7A	12	12	16	4	1	2
TRCN0000007997	RAB7A	22	25	22	28	21	48
TRCN0000007998	RAB7A	12	15	10	3	4	9
TRCN0000048269	RASGRP1	21	22	25	7	19	16
TRCN0000048271	RASGRP1	212	224	179	8	4	10
TRCN0000048272	RASGRP1	42	45	39	8	9	20
TRCN0000074733	RBM10	14	6	20	2	2	5
TRCN0000074734	RBM10	14	16	16	6	5	9
TRCN0000074735	RBM10	23	25	29	89	49	77
TRCN0000074736	RBM10	17	16	22	5	7	1
TRCN0000074737	RBM10	22	16	31	3	4	7
TRCN0000063388	REEP4	26	25	33	4	5	11
TRCN0000063389	REEP4	20	20	18	20	41	44
TRCN0000063390	REEP4	13	14	10	30	31	31
TRCN0000063391	REEP4	16	14	15	48	20	16
TRCN0000033689	RFPL1	10	11	11	56	81	54
TRCN0000033690	RFPL1	15	17	19	18	40	50
TRCN0000033691	RFPL1	30	30	26	3	4	3
TRCN0000033692	RFPL1	12	13	11	5	4	7
TRCN0000033693	RFPL1	7	4	21	1	3	2
TRCN0000009865	RHEB	5	5	5	1	1	7
TRCN0000010424	RHEB	9	8	7	1	1	2
TRCN0000010425	RHEB	11	11	5	4	1	1
TRCN0000039598	RHEB	9	9	7	9	11	4
TRCN0000039599	RHEB	7	7	3	5	6	3
TRCN0000039600	RHEB	6	5	5	19	18	7
TRCN0000039601	RHEB	4	5	5	3	1	2
TRCN0000047963	RHOBTB2	23	27	27	18	12	10
TRCN0000047964	RHOBTB2	9	11	13	27	20	25
TRCN0000047965	RHOBTB2	29	28	25	72	32	32
TRCN0000047966	RHOBTB2	14	14	18	5	11	27
TRCN0000047967	RHOBTB2	20	21	21	5	16	3
TRCN0000063703	RIMS3	37	38	32	72	55	37
TRCN0000063706	RIMS3	28	27	22	34	15	36
TRCN0000063707	RIMS3	8	9	10	2	2	3
TRCN0000033774	RNF139	26	25	24	21	9	26
TRCN0000033775	RNF139	11	12	9	2	1	1
TRCN0000033776	RNF139	125	140	143	4	13	4
TRCN0000033777	RNF139	18	16	12	8	12	12
TRCN0000033778	RNF139	23	24	15	41	21	33
TRCN0000049833	RNH1	23	24	25	2	7	18
TRCN0000049834	RNH1	22	21	19	16	25	19
TRCN0000049835	RNH1	5	4	3	1	6	3
TRCN0000049836	RNH1	12	12	20	40	38	10
TRCN0000049837	RNH1	24	24	21	13	24	23
TRCN0000084128	RP1	21	26	30	17	24	8
TRCN0000084129	RP1	44	46	40	13	20	30
TRCN0000084130	RP1	34	27	31	49	55	51
TRCN0000084131	RP1	23	27	20	3	2	4
TRCN0000084132	RP1	13	12	8	4	1	3
TRCN0000047474	RPGR	9	5	10	3	3	6
TRCN0000047475	RPGR	17	18	20	36	31	25
TRCN0000047477	RPGR	11	11	8	9	8	18
TRCN0000072983	RPL29	16	15	14	2	7	1
TRCN0000072984	RPL29	27	23	30	8	8	8
TRCN0000072985	RPL29	23	25	17	2	3	6
TRCN0000072986	RPL29	13	14	8	30	19	5
TRCN0000072987	RPL29	18	20	23	53	61	12
TRCN0000008640	RPS14	13	12	14	1	1	1
TRCN0000008641	RPS14	20	23	24	1	1	1
TRCN0000008642	RPS14	7	8	10	2	4	1
TRCN0000008643	RPS14	14	15	15	1	1	1
TRCN0000074753	RPS5	16	19	27	1	1	1
TRCN0000074755	RPS5	37	31	39	140	55	68
TRCN0000074756	RPS5	12	12	12	6	11	3
TRCN0000074757	RPS5	16	16	22	1	1	1
TRCN0000021789	SCAND2	15	16	19	11	15	68
TRCN0000021791	SCAND2	19	19	12	35	33	20
TRCN0000021793	SCAND2	19	20	25	30	15	13
TRCN0000083898	SCGB3A2	27	29	47	55	65	22
TRCN0000083900	SCGB3A2	16	16	17	6	3	4
TRCN0000083901	SCGB3A2	28	31	24	50	39	33
TRCN0000083902	SCGB3A2	30	32	29	15	15	13
TRCN0000044343	SCN1B	7	7	8	8	6	3
TRCN0000044344	SCN1B	18	19	21	3	1	1
TRCN0000044346	SCN1B	20	14	27	13	11	8
TRCN0000044347	SCN1B	8	5	3	1	1	3
TRCN0000063213	SEMA3D	24	24	30	25	8	740
TRCN0000063214	SEMA3D	25	24	24	22	57	40
TRCN0000063215	SEMA3D	19	19	26	15	2	2
TRCN0000063216	SEMA3D	13	14	10	39	37	92
TRCN0000063217	SEMA3D	13	11	15	1	1	1
TRCN0000063543	SEMA5A	22	15	30	46	69	59
TRCN0000063545	SEMA5A	38	35	33	2	5	1
TRCN0000063546	SEMA5A	8	3	27	8	15	27
TRCN0000063547	SEMA5A	29	32	38	30	35	18
TRCN0000060473	SEMA5B	33	36	33	11	18	10
TRCN0000060474	SEMA5B	34	32	39	4	1	3
TRCN0000004543	SENP7	21	20	30	9	17	12
TRCN0000004544	SENP7	22	21	20	1	2	4
TRCN0000004545	SENP7	28	29	28	6	1	2
TRCN0000004547	SENP7	26	25	21	58	51	34
TRCN0000115947	SERINC3	6	7	10	18	5	4
TRCN0000115948	SERINC3	12	13	10	2	8	3
TRCN0000115949	SERINC3	9	11	8	9	8	3
TRCN0000115950	SERINC3	19	21	17	42	77	48
TRCN0000115951	SERINC3	10	11	18	1	4	1
TRCN0000052408	SERPINB4	14	14	16	5	6	9
TRCN0000052409	SERPINB4	15	16	14	39	59	46
TRCN0000052410	SERPINB4	10	11	10	10	5	19
TRCN0000052411	SERPINB4	20	22	21	41	41	18
TRCN0000052412	SERPINB4	19	20	20	11	7	18
TRCN0000052298	SERPINB5	12	12	18	12	6	6
TRCN0000052299	SERPINB5	18	17	16	5	6	4
TRCN0000052300	SERPINB5	8	7	8	1	4	1
TRCN0000052301	SERPINB5	10	10	10	5	5	2
TRCN0000052302	SERPINB5	22	21	13	30	21	42
TRCN0000052324	SERPINB8	17	18	15	43	62	27
TRCN0000052325	SERPINB8	18	16	14	2	39	4
TRCN0000052326	SERPINB8	16	19	7	8	4	6
TRCN0000006597	SF3A1	22	23	23	1	1	1
TRCN0000006598	SF3A1	16	16	14	11	1	7
TRCN0000006599	SF3A1	13	14	11	1	1	1
TRCN0000006600	SF3A1	5	5	5	1	1	1
TRCN0000006601	SF3A1	23	25	24	1	1	1
TRCN0000000054	SF3A3	14	13	16	20	3	1
TRCN0000000055	SF3A3	13	13	9	3	2	2
TRCN0000000056	SF3A3	12	8	12	3	1	1
TRCN0000000058	SF3A3	14	15	14	47	12	5
TRCN0000000039	SF3B4	16	16	17	1	1	3
TRCN0000000040	SF3B4	20	18	17	1	1	1
TRCN0000000041	SF3B4	22	21	23	4	1	2
TRCN0000000042	SF3B4	11	12	10	2	3	1
TRCN0000000043	SF3B4	11	10	16	2	3	4
TRCN0000029034	SFTPD	6	7	6	14	3	8
TRCN0000029036	SFTPD	15	14	17	2	4	1
TRCN0000029037	SFTPD	11	11	8	9	3	3
TRCN0000029038	SFTPD	10	9	13	4	4	4
TRCN0000040278	SHANK2	37	44	38	58	44	48
TRCN0000040279	SHANK2	19	20	20	26	29	15
TRCN0000040280	SHANK2	66	69	72	12	35	23
TRCN0000040281	SHANK2	36	34	27	22	46	37
TRCN0000073238	SIAH3	19	18	26	58	72	100
TRCN0000073240	SIAH3	32	36	48	50	54	33
TRCN0000073241	SIAH3	12	10	6	9	16	12
TRCN0000029774	SKAP2	20	20	19	61	26	26
TRCN0000029775	SKAP2	17	19	13	2	5	1
TRCN0000029776	SKAP2	21	22	13	25	7	39
TRCN0000029777	SKAP2	20	22	23	26	3	16
TRCN0000029778	SKAP2	15	13	16	4	3	1
TRCN0000043673	SLC13A5	16	17	25	11	11	3
TRCN0000043675	SLC13A5	7	7	3	2	1	7
TRCN0000043676	SLC13A5	12	12	12	8	21	22
TRCN0000043677	SLC13A5	12	12	13	3	2	3
TRCN0000038650	SLC16A9	20	23	18	43	43	27
TRCN0000038651	SLC16A9	21	23	23	20	36	47
TRCN0000038653	SLC16A9	20	19	13	37	4	3
TRCN0000044753	SLC18A1	11	10	14	2	2	1
TRCN0000044754	SLC18A1	5	5	6	50	5	25
TRCN0000044755	SLC18A1	11	12	9	11	9	16
TRCN0000038699	SLC22A18	12	12	16	1	1	6
TRCN0000038703	SLC22A18	5	6	5	11	1	6
TRCN0000043848	SLC24A4	10	11	12	2	3	2
TRCN0000043849	SLC24A4	20	21	18	22	13	12
TRCN0000043850	SLC24A4	32	34	37	57	71	129
TRCN0000043851	SLC24A4	13	13	12	4	5	3
TRCN0000043852	SLC24A4	9	11	10	7	5	11
TRCN0000044623	SLC25A16	16	18	19	2	1	5
TRCN0000044624	SLC25A16	20	22	16	11	32	71
TRCN0000044625	SLC25A16	17	18	24	40	15	27
TRCN0000044626	SLC25A16	20	22	27	16	35	71
TRCN0000044627	SLC25A16	7	8	8	1	4	1
TRCN0000043953	SLC25A18	7	8	5	4	24	13
TRCN0000043954	SLC25A18	21	21	25	4	1	1
TRCN0000043955	SLC25A18	9	9	8	37	16	1
TRCN0000043956	SLC25A18	11	9	7	1	2	3
TRCN0000043957	SLC25A18	12	13	21	3	4	1
TRCN0000044153	SLC25A26	14	14	16	28	40	34
TRCN0000044154	SLC25A26	12	10	19	11	5	35
TRCN0000044155	SLC25A26	9	11	8	5	2	1
TRCN0000044156	SLC25A26	6	5	8	2	1	2
TRCN0000044157	SLC25A26	11	13	8	17	10	18
TRCN0000020179	SLC26A3	12	12	12	28	38	23
TRCN0000020182	SLC26A3	6	5	5	1	1	1
TRCN0000020183	SLC26A3	7	7	7	9	1	5
TRCN0000038375	SLC30A4	14	16	10	28	14	22
TRCN0000038376	SLC30A4	10	9	6	1	1	1
TRCN0000038377	SLC30A4	22	22	16	6	12	14
TRCN0000038378	SLC30A4	22	19	20	41	20	8
TRCN0000038544	SLC35D1	25	27	32	20	10	21
TRCN0000038545	SLC35D1	25	23	38	13	9	33
TRCN0000038546	SLC35D1	25	27	19	38	92	49
TRCN0000038547	SLC35D1	17	17	19	28	27	6
TRCN0000038548	SLC35D1	19	19	26	8	10	22
TRCN0000043323	SLC37A2	11	10	9	4	2	4
TRCN0000043324	SLC37A2	18	18	18	6	7	11
TRCN0000043325	SLC37A2	11	11	10	18	11	8
TRCN0000043326	SLC37A2	9	9	12	3	10	3
TRCN0000043079	SLC7A9	9	9	8	3	10	10
TRCN0000043080	SLC7A9	28	30	33	22	18	51
TRCN0000043081	SLC7A9	14	9	19	26	9	31
TRCN0000043082	SLC7A9	47	51	69	10	48	27
TRCN0000000894	SLK	13	15	14	6	16	7
TRCN0000000895	SLK	14	14	12	10	4	4
TRCN0000000896	SLK	17	16	27	4	2	2
TRCN0000000897	SLK	15	16	16	8	5	2
TRCN0000000898	SLK	10	12	6	14	18	27
TRCN0000020010	SMAD3	11	11	10	3	10	7
TRCN0000020011	SMAD3	13	14	11	7	19	10
TRCN0000020012	SMAD3	11	10	8	6	2	6
TRCN0000020013	SMAD3	11	12	16	2	2	2
TRCN0000015548	SMARCA4	14	16	8	6	16	6
TRCN0000015550	SMARCA4	23	23	31	1	1	5
TRCN0000015551	SMARCA4	18	17	16	2	1	3
TRCN0000017448	SOX18	10	9	11	11	20	13
TRCN0000017449	SOX18	6	4	12	6	12	14
TRCN0000017452	SOX18	7	4	12	6	6	2
TRCN0000014968	SUB1	15	15	9	7	5	14
TRCN0000014969	SUB1	10	11	6	1	1	2
TRCN0000014970	SUB1	15	15	22	39	64	84
TRCN0000014971	SUB1	12	12	12	6	6	32
TRCN0000061603	SYNE2	20	21	14	2	1	1
TRCN0000061604	SYNE2	20	22	17	28	13	39
TRCN0000061605	SYNE2	25	23	16	3	2	3
TRCN0000061606	SYNE2	14	14	16	7	1	3
TRCN0000061607	SYNE2	14	14	20	20	9	12
TRCN0000059473	SYT13	32	36	27	35	37	38
TRCN0000059474	SYT13	7	6	16	1	1	1
TRCN0000059475	SYT13	44	41	48	16	23	29
TRCN0000059476	SYT13	40	44	61	142	124	110
TRCN0000059477	SYT13	25	23	15	10	49	20
TRCN0000016608	TAF3	19	20	30	2	4	10
TRCN0000016609	TAF3	13	10	14	4	5	6
TRCN0000016610	TAF3	9	9	9	2	28	139
TRCN0000016611	TAF3	24	26	27	14	31	85
TRCN0000072748	TAGLN	48	49	52	70	65	65
TRCN0000072749	TAGLN	19	17	16	22	51	20
TRCN0000072750	TAGLN	10	12	22	567	17	44
TRCN0000072751	TAGLN	12	11	9	6	10	12
TRCN0000072752	TAGLN	11	11	12	5	3	4
TRCN0000014688	TAL1	18	18	13	1	1	1
TRCN0000014690	TAL1	6	7	6	5	1	2
TRCN0000014691	TAL1	16	17	17	65	70	43
TRCN0000001935	TAOK2	17	18	15	11	6	1
TRCN0000113891	TBCC	13	13	13	2	4	3
TRCN0000113892	TBCC	10	10	13	3	9	18
TRCN0000113894	TBCC	9	9	10	6	16	4
TRCN0000113895	TBCC	14	14	7	2	12	29
TRCN0000020854	TBX10	11	12	11	21	6	20
TRCN0000020855	TBX10	5	5	6	3	6	5
TRCN0000020856	TBX10	3	4	5	4	7	7
TRCN0000020857	TBX10	39	43	45	12	30	13
TRCN0000048948	TDP1	33	35	35	61	78	83
TRCN0000048949	TDP1	23	22	25	7	14	25
TRCN0000048950	TDP1	18	19	13	10	7	35
TRCN0000048951	TDP1	21	23	18	5	3	4
TRCN0000048952	TDP1	16	18	22	18	18	7
TRCN0000019530	THRSP	19	20	15	1	1	3
TRCN0000019531	THRSP	14	13	20	8	6	8
TRCN0000019532	THRSP	12	11	16	4	1	9
TRCN0000019533	THRSP	12	14	10	11	3	5
TRCN0000006392	TK2	20	21	21	32	29	14
TRCN0000006393	TK2	10	7	10	6	8	8
TRCN0000065028	TMED3	11	5	12	1	2	4
TRCN0000065029	TMED3	26	26	40	2	4	11
TRCN0000065030	TMED3	16	17	10	15	4	5
TRCN0000065031	TMED3	13	15	14	18	7	25
TRCN0000065032	TMED3	10	5	28	1	1	1
TRCN0000221040	TMEM189	10	11	15	1	1	1
TRCN0000221041	TMEM189	9	10	17	6	2	4
TRCN0000221043	TMEM189	63	61	65	20	8	3
TRCN0000054303	TMX3	30	32	21	8	3	6
TRCN0000054304	TMX3	28	29	27	6	7	12
TRCN0000054305	TMX3	18	20	18	2	1	1
TRCN0000054306	TMX3	22	26	11	44	9	25
TRCN0000058713	TNFRSF1A	17	16	20	22	23	60
TRCN0000058714	TNFRSF1A	7	6	11	5	3	2
TRCN0000058715	TNFRSF1A	7	8	6	2	4	2
TRCN0000058716	TNFRSF1A	11	11	12	1	1	3
TRCN0000058717	TNFRSF1A	5	5	4	1	1	1
TRCN0000034139	TRIM60	31	31	25	35	53	32
TRCN0000034140	TRIM60	17	19	24	122	78	170
TRCN0000034141	TRIM60	65	67	37	41	48	23
TRCN0000034142	TRIM60	30	29	39	10	20	29
TRCN0000034143	TRIM60	16	15	17	5	6	9
TRCN0000045008	TRPC7	8	8	10	21	19	7
TRCN0000045009	TRPC7	13	15	26	5	20	17
TRCN0000045010	TRPC7	7	6	11	2	1	2
TRCN0000045011	TRPC7	8	8	8	8	13	6
TRCN0000045012	TRPC7	27	27	33	152	130	111
TRCN0000021561	TRPM7	14	14	15	25	16	14
TRCN0000021562	TRPM7	7	6	5	6	4	1
TRCN0000021563	TRPM7	4	4	4	2	1	1
TRCN0000013518	TSC22D2	8	5	3	1	4	2
TRCN0000013519	TSC22D2	22	20	25	32	19	21
TRCN0000013520	TSC22D2	18	19	19	10	24	14
TRCN0000013521	TSC22D2	13	13	9	9	10	19
TRCN0000013522	TSC22D2	16	17	18	17	11	43
TRCN0000037534	TTBK1	16	15	17	6	32	5
TRCN0000037536	TTBK1	14	14	15	19	18	14
TRCN0000037537	TTBK1	16	18	23	31	25	21
TRCN0000037538	TTBK1	18	20	27	17	20	39
TRCN0000014203	TUBB3	14	14	13	17	19	5
TRCN0000014204	TUBB3	19	15	17	1	1	1
TRCN0000014205	TUBB3	11	10	10	1	2	3
TRCN0000014206	TUBB3	17	14	29	4	4	4
TRCN0000014207	TUBB3	16	16	32	8	39	5
TRCN0000005717	TUFT1	14	14	13	11	6	24
TRCN0000005718	TUFT1	5	5	5	1	1	1
TRCN0000005719	TUFT1	7	4	3	2	7	8
TRCN0000005720	TUFT1	22	21	8	4	8	16
TRCN0000005721	TUFT1	15	17	26	10	13	18
TRCN0000084023	TULP1	24	20	21	11	12	8
TRCN0000084024	TULP1	27	28	22	5	4	13
TRCN0000084025	TULP1	27	29	29	15	26	42
TRCN0000084027	TULP1	18	19	21	9	29	17
TRCN0000078043	TULP3	22	22	19	3	7	5
TRCN0000078044	TULP3	14	12	12	2	2	1
TRCN0000078045	TULP3	23	29	21	2	9	8
TRCN0000078046	TULP3	26	26	16	18	40	23
TRCN0000078047	TULP3	20	21	18	40	43	31
TRCN0000007753	UBE2Q2	14	14	13	11	14	3
TRCN0000007754	UBE2Q2	8	7	9	5	4	5
TRCN0000007755	UBE2Q2	6	5	5	1	2	4
TRCN0000007757	UBE2Q2	23	24	21	54	33	28
TRCN0000033705	UBE2V1	15	15	21	12	7	8
TRCN0000033706	UBE2V1	44	44	53	46	67	150
TRCN0000033707	UBE2V1	22	22	30	1	2	1
TRCN0000033708	UBE2V1	18	20	18	7	17	30
TRCN0000007545	UBE4B	10	12	8	4	37	3
TRCN0000007548	UBE4B	15	12	16	1	1	1
TRCN0000002356	UNC13B	17	18	11	2	4	1
TRCN0000002357	UNC13B	20	17	18	2	7	15
TRCN0000002358	UNC13B	16	17	24	1	2	5
TRCN0000002360	UNC13B	24	23	16	8	10	19
TRCN0000020735	USF2	13	14	16	8	32	5
TRCN0000004038	USP4	5	5	3	5	5	21
TRCN0000004039	USP4	7	9	5	3	4	16
TRCN0000004040	USP4	9	9	5	2	1	4
TRCN0000004041	USP4	4	6	4	1	1	1
TRCN0000016598	VAX2	14	16	22	4	12	5
TRCN0000016599	VAX2	4	4	4	1	1	2
TRCN0000016600	VAX2	27	27	18	42	58	28
TRCN0000016601	VAX2	15	14	22	49	33	53
TRCN0000016602	VAX2	15	12	16	20	12	2
TRCN0000065138	VPS26A	50	53	42	46	102	39
TRCN0000065139	VPS26A	31	33	51	33	24	22
TRCN0000065140	VPS26A	46	48	45	10	12	7
TRCN0000065141	VPS26A	28	28	40	4	1	1
TRCN0000065142	VPS26A	32	32	32	4	4	7
TRCN0000073683	WFDC5	16	17	17	30	25	12
TRCN0000073684	WFDC5	8	10	14	13	14	7
TRCN0000073685	WFDC5	10	11	19	5	7	3
TRCN0000073686	WFDC5	14	14	15	2	2	4
TRCN0000073687	WFDC5	8	8	14	1	1	1
TRCN0000073598	WFDC8	21	22	11	78	55	113
TRCN0000073599	WFDC8	20	21	21	47	31	19
TRCN0000073600	WFDC8	16	17	19	8	1	2
TRCN0000073601	WFDC8	21	21	33	21	86	22
TRCN0000073602	WFDC8	25	26	22	50	49	50
TRCN0000007019	WNK4	22	24	29	5	2	7
TRCN0000007020	WNK4	14	14	12	22	11	50
TRCN0000007021	WNK4	16	16	22	40	22	16
TRCN0000007022	WNK4	13	13	18	4	4	1
TRCN0000007023	WNK4	20	19	19	18	14	14
TRCN0000059898	XPOT	26	28	25	4	12	5
TRCN0000059899	XPOT	22	24	23	25	54	87
TRCN0000059900	XPOT	16	17	16	2	10	3
TRCN0000059901	XPOT	9	9	10	26	42	25
TRCN0000059902	XPOT	19	18	17	27	24	41
TRCN0000009875	XRCC4	19	18	24	171	283	208
TRCN0000040113	XRCC4	14	16	16	13	6	14
TRCN0000040117	XRCC4	7	8	8	10	7	1
TRCN0000049898	XRN2	7	9	4	8	20	5
TRCN0000049899	XRN2	39	39	37	57	72	34
TRCN0000049900	XRN2	9	3	25	1	1	5
TRCN0000049901	XRN2	6	6	4	11	18	3
TRCN0000049902	XRN2	26	26	18	56	15	83
TRCN0000017748	ZKSCAN3	30	33	35	158	236	76
TRCN0000017750	ZKSCAN3	7	6	7	1	1	6
TRCN0000017752	ZKSCAN3	25	24	27	1	7	2
TRCN0000014618	ZNF10	22	20	15	12	8	13
TRCN0000014619	ZNF10	13	15	17	37	51	28
TRCN0000014620	ZNF10	19	19	13	27	19	38
TRCN0000014621	ZNF10	17	16	23	4	10	3
TRCN0000014622	ZNF10	4	4	5	6	1	4
TRCN0000013120	ZNF212	13	12	21	14	6	23
TRCN0000013121	ZNF212	14	16	11	20	8	10
TRCN0000013122	ZNF212	12	13	12	19	3	8
TRCN0000013163	ZNF239	6	7	6	5	1	1
TRCN0000013164	ZNF239	13	13	12	21	46	11
TRCN0000013165	ZNF239	5	5	5	1	4	4
TRCN0000013167	ZNF239	9	8	3	13	5	7
TRCN0000017893	ZNF263	19	17	28	4	9	6
TRCN0000017894	ZNF263	15	15	22	4	35	5
TRCN0000017895	ZNF263	20	21	15	7	4	11
TRCN0000017896	ZNF263	22	21	16	9	13	26
TRCN0000014828	ZNF266	105	109	96	6	2	1
TRCN0000014829	ZNF266	31	30	28	1	2	1
TRCN0000014830	ZNF266	46	44	51	3	1	22
TRCN0000014831	ZNF266	20	18	14	31	21	21
TRCN0000014832	ZNF266	26	26	21	17	54	20
TRCN0000015328	ZNF354A	17	17	9	13	19	26
TRCN0000015329	ZNF354A	350	363	383	78	107	101
TRCN0000015331	ZNF354A	28	28	24	19	15	23
TRCN0000015332	ZNF354A	27	28	17	79	164	56
TRCN0000015048	ZNF41	18	12	30	8	8	10
TRCN0000015049	ZNF41	32	36	25	38	27	44
TRCN0000015050	ZNF41	16	15	10	2	1	1
TRCN0000015051	ZNF41	32	34	31	7	2	7
TRCN0000015052	ZNF41	27	28	35	6	7	23
TRCN0000017698	ZNF430	14	14	6	11	6	8
TRCN0000017699	ZNF430	15	17	9	105	36	67
TRCN0000017700	ZNF430	30	31	31	75	82	67
TRCN0000017701	ZNF430	9	8	4	2	2	2
TRCN0000017702	ZNF430	5	6	4	4	2	6
TRCN0000014888	ZNF460	18	19	21	5	35	21
TRCN0000014889	ZNF460	19	13	14	5	11	7
TRCN0000014891	ZNF460	14	15	14	4	1	2
TRCN0000017493	ZNF483	12	11	5	9	11	6
TRCN0000017494	ZNF483	59	55	46	63	112	75
TRCN0000017495	ZNF483	19	14	30	3	2	3
TRCN0000017496	ZNF483	21	19	24	4	2	2
TRCN0000017497	ZNF483	3	4	7	36	4	6
TRCN0000108125	ZNF544	8	8	9	3	41	13
TRCN0000108126	ZNF544	9	10	11	16	4	20
TRCN0000108128	ZNF544	8	9	13	18	49	25
TRCN0000015338	ZNF552	18	18	20	9	3	7
TRCN0000015339	ZNF552	17	19	16	12	8	14
TRCN0000015340	ZNF552	30	33	22	15	33	8
TRCN0000015341	ZNF552	12	13	14	8	4	1
TRCN0000015342	ZNF552	18	18	16	25	9	9
TRCN0000007820	ZSWIM2	22	22	19	47	80	31
TRCN0000007821	ZSWIM2	17	18	11	16	18	36
TRCN0000007822	ZSWIM2	14	13	5	11	21	18
TRCN0000007823	ZSWIM2	18	19	18	10	4	4
TRCN0000055664	ZZEF1	25	27	28	100	54	73
TRCN0000055665	ZZEF1	17	17	21	9	11	6
TRCN0000055667	ZZEF1	12	12	9	4	2	26
